statefips,countyfips,avghouseholdsize,geography
51,137,2.66,"Orange County, Virginia"
51,139,2.52,"Page County, Virginia"
51,141,2.31,"Patrick County, Virginia"
51,143,2.36,"Pittsylvania County, Virginia"
51,145,2.63,"Powhatan County, Virginia"
51,147,2.49,"Prince Edward County, Virginia"
51,149,3.03,"Prince George County, Virginia"
51,153,3.17,"Prince William County, Virginia"
51,155,2.3,"Pulaski County, Virginia"
51,157,2.26,"Rappahannock County, Virginia"
51,159,2.47,"Richmond County, Virginia"
51,161,2.4,"Roanoke County, Virginia"
51,163,2.39,"Rockbridge County, Virginia"
51,165,2.57,"Rockingham County, Virginia"
51,167,2.51,"Russell County, Virginia"
51,169,2.34,"Scott County, Virginia"
51,171,2.47,"Shenandoah County, Virginia"
51,173,2.43,"Smyth County, Virginia"
51,175,2.53,"Southampton County, Virginia"
51,177,2.97,"Spotsylvania County, Virginia"
51,179,3.08,"Stafford County, Virginia"
51,181,2.56,"Surry County, Virginia"
51,183,2.08,"Sussex County, Virginia"
51,185,2.38,"Tazewell County, Virginia"
51,187,2.62,"Warren County, Virginia"
51,191,2.35,"Washington County, Virginia"
51,193,2.51,"Westmoreland County, Virginia"
51,195,2.46,"Wise County, Virginia"
51,197,2.44,"Wythe County, Virginia"
51,199,2.73,"York County, Virginia"
51,510,2.21,"Alexandria city, Virginia"
51,520,2.22,"Bristol city, Virginia"
51,530,2.26,"Buena Vista city, Virginia"
51,540,2.39,"Charlottesville city, Virginia"
51,550,2.75,"Chesapeake city, Virginia"
51,570,2.44,"Colonial Heights city, Virginia"
51,580,2.28,"Covington city, Virginia"
51,590,2.2,"Danville city, Virginia"
51,595,2.21,"Emporia city, Virginia"
51,600,2.7,"Fairfax city, Virginia"
51,610,2.57,"Falls Church city, Virginia"
51,620,2.41,"Franklin city, Virginia"
51,630,2.46,"Fredericksburg city, Virginia"
51,640,2.19,"Galax city, Virginia"
51,650,2.51,"Hampton city, Virginia"
51,660,2.69,"Harrisonburg city, Virginia"
51,670,2.53,"Hopewell city, Virginia"
51,678,2.04,"Lexington city, Virginia"
51,680,2.37,"Lynchburg city, Virginia"
51,683,3.27,"Manassas city, Virginia"
51,685,3.31,"Manassas Park city, Virginia"
51,690,2.26,"Martinsville city, Virginia"
51,700,2.5,"Newport News city, Virginia"
51,710,2.53,"Norfolk city, Virginia"
51,720,2.21,"Norton city, Virginia"
51,730,2.44,"Petersburg city, Virginia"
51,735,2.59,"Poquoson city, Virginia"
51,740,2.54,"Portsmouth city, Virginia"
51,750,2.57,"Radford city, Virginia"
51,760,2.33,"Richmond city, Virginia"
51,770,2.29,"Roanoke city, Virginia"
51,775,2.29,"Salem city, Virginia"
51,790,2.21,"Staunton city, Virginia"
51,800,2.75,"Suffolk city, Virginia"
51,810,2.63,"Virginia Beach city, Virginia"
51,820,2.32,"Waynesboro city, Virginia"
51,830,2.37,"Williamsburg city, Virginia"
51,840,2.47,"Winchester city, Virginia"
50,1,2.38,"Addison County, Vermont"
50,3,2.25,"Bennington County, Vermont"
50,5,2.43,"Caledonia County, Vermont"
50,7,2.36,"Chittenden County, Vermont"
50,9,2.29,"Essex County, Vermont"
50,11,2.57,"Franklin County, Vermont"
50,13,2.34,"Grand Isle County, Vermont"
50,15,2.39,"Lamoille County, Vermont"
50,17,2.32,"Orange County, Vermont"
50,19,2.35,"Orleans County, Vermont"
50,21,2.29,"Rutland County, Vermont"
50,23,2.32,"Washington County, Vermont"
50,25,2.21,"Windham County, Vermont"
50,27,2.25,"Windsor County, Vermont"
53,1,3.24,"Adams County, Washington"
53,3,2.34,"Asotin County, Washington"
53,5,2.72,"Benton County, Washington"
53,7,2.7,"Chelan County, Washington"
53,9,2.27,"Clallam County, Washington"
53,11,2.71,"Clark County, Washington"
53,13,2.31,"Columbia County, Washington"
53,15,2.54,"Cowlitz County, Washington"
53,17,2.76,"Douglas County, Washington"
53,19,2.39,"Ferry County, Washington"
53,21,3.4,"Franklin County, Washington"
53,23,2.3,"Garfield County, Washington"
53,25,3.0,"Grant County, Washington"
53,27,2.51,"Grays Harbor County, Washington"
53,29,2.33,"Island County, Washington"
53,31,2.18,"Jefferson County, Washington"
53,33,2.45,"King County, Washington"
53,35,2.54,"Kitsap County, Washington"
53,37,2.34,"Kittitas County, Washington"
53,39,2.62,"Klickitat County, Washington"
53,41,2.52,"Lewis County, Washington"
53,43,2.34,"Lincoln County, Washington"
53,45,2.58,"Mason County, Washington"
53,47,2.42,"Okanogan County, Washington"
53,49,2.24,"Pacific County, Washington"
53,51,2.38,"Pend Oreille County, Washington"
53,53,2.65,"Pierce County, Washington"
53,55,2.04,"San Juan County, Washington"
53,57,2.56,"Skagit County, Washington"
53,59,2.49,"Skamania County, Washington"
53,61,2.68,"Snohomish County, Washington"
53,63,2.45,"Spokane County, Washington"
53,65,2.44,"Stevens County, Washington"
53,67,2.52,"Thurston County, Washington"
53,69,2.31,"Wahkiakum County, Washington"
53,71,2.5,"Walla Walla County, Washington"
53,73,2.53,"Whatcom County, Washington"
53,75,2.31,"Whitman County, Washington"
53,77,3.05,"Yakima County, Washington"
55,1,2.47,"Adams County, Wisconsin"
55,3,2.29,"Ashland County, Wisconsin"
55,5,2.35,"Barron County, Wisconsin"
55,7,2.16,"Bayfield County, Wisconsin"
55,9,2.46,"Brown County, Wisconsin"
55,11,2.29,"Buffalo County, Wisconsin"
55,13,2.08,"Burnett County, Wisconsin"
55,15,2.66,"Calumet County, Wisconsin"
55,17,2.44,"Chippewa County, Wisconsin"
55,19,2.65,"Clark County, Wisconsin"
55,21,2.44,"Columbia County, Wisconsin"
55,23,2.38,"Crawford County, Wisconsin"
55,25,2.35,"Dane County, Wisconsin"
55,27,2.51,"Dodge County, Wisconsin"
55,29,2.11,"Door County, Wisconsin"
55,31,2.28,"Douglas County, Wisconsin"
55,33,2.48,"Dunn County, Wisconsin"
55,35,2.43,"Eau Claire County, Wisconsin"
55,37,2.32,"Florence County, Wisconsin"
55,39,2.4,"Fond du Lac County, Wisconsin"
55,41,2.33,"Forest County, Wisconsin"
55,43,2.44,"Grant County, Wisconsin"
55,45,2.47,"Green County, Wisconsin"
55,47,2.36,"Green Lake County, Wisconsin"
55,49,2.43,"Iowa County, Wisconsin"
55,51,1.99,"Iron County, Wisconsin"
55,53,2.42,"Jackson County, Wisconsin"
55,55,2.49,"Jefferson County, Wisconsin"
55,57,2.48,"Juneau County, Wisconsin"
55,59,2.62,"Kenosha County, Wisconsin"
55,61,2.49,"Kewaunee County, Wisconsin"
55,63,2.41,"La Crosse County, Wisconsin"
55,65,2.51,"Lafayette County, Wisconsin"
55,67,2.21,"Langlade County, Wisconsin"
55,69,2.22,"Lincoln County, Wisconsin"
55,71,2.34,"Manitowoc County, Wisconsin"
55,73,2.48,"Marathon County, Wisconsin"
55,75,2.2,"Marinette County, Wisconsin"
55,77,2.36,"Marquette County, Wisconsin"
55,78,3.48,"Menominee County, Wisconsin"
55,79,2.44,"Milwaukee County, Wisconsin"
55,81,2.49,"Monroe County, Wisconsin"
55,83,2.4,"Oconto County, Wisconsin"
55,85,2.33,"Oneida County, Wisconsin"
55,87,2.51,"Outagamie County, Wisconsin"
55,89,2.5,"Ozaukee County, Wisconsin"
55,91,2.45,"Pepin County, Wisconsin"
55,93,2.51,"Pierce County, Wisconsin"
55,95,2.39,"Polk County, Wisconsin"
55,97,2.41,"Portage County, Wisconsin"
55,99,2.03,"Price County, Wisconsin"
55,101,2.53,"Racine County, Wisconsin"
55,103,2.29,"Richland County, Wisconsin"
55,105,2.47,"Rock County, Wisconsin"
55,107,2.27,"Rusk County, Wisconsin"
55,109,2.63,"St. Croix County, Wisconsin"
55,111,2.45,"Sauk County, Wisconsin"
55,113,2.19,"Sawyer County, Wisconsin"
55,115,2.41,"Shawano County, Wisconsin"
55,117,2.4,"Sheboygan County, Wisconsin"
55,119,2.32,"Taylor County, Wisconsin"
55,121,2.45,"Trempealeau County, Wisconsin"
55,123,2.54,"Vernon County, Wisconsin"
55,125,1.99,"Vilas County, Wisconsin"
55,127,2.53,"Walworth County, Wisconsin"
55,129,2.16,"Washburn County, Wisconsin"
55,131,2.49,"Washington County, Wisconsin"
55,133,2.51,"Waukesha County, Wisconsin"
55,135,2.35,"Waupaca County, Wisconsin"
55,137,2.39,"Waushara County, Wisconsin"
55,139,2.33,"Winnebago County, Wisconsin"
55,141,2.3,"Wood County, Wisconsin"
54,1,2.68,"Barbour County, West Virginia"
54,3,2.63,"Berkeley County, West Virginia"
54,5,2.5,"Boone County, West Virginia"
54,7,2.51,"Braxton County, West Virginia"
54,9,2.26,"Brooke County, West Virginia"
54,11,2.32,"Cabell County, West Virginia"
54,13,2.44,"Calhoun County, West Virginia"
54,15,2.62,"Clay County, West Virginia"
54,17,2.85,"Doddridge County, West Virginia"
54,19,2.47,"Fayette County, West Virginia"
54,21,2.4,"Gilmer County, West Virginia"
54,23,2.8,"Grant County, West Virginia"
54,25,2.28,"Greenbrier County, West Virginia"
54,27,2.25,"Hampshire County, West Virginia"
54,29,2.32,"Hancock County, West Virginia"
54,31,2.69,"Hardy County, West Virginia"
54,33,2.48,"Harrison County, West Virginia"
54,35,2.62,"Jackson County, West Virginia"
54,37,2.65,"Jefferson County, West Virginia"
54,39,2.28,"Kanawha County, West Virginia"
54,41,2.48,"Lewis County, West Virginia"
54,43,2.69,"Lincoln County, West Virginia"
54,45,2.5,"Logan County, West Virginia"
54,47,2.39,"McDowell County, West Virginia"
54,49,2.47,"Marion County, West Virginia"
54,51,2.36,"Marshall County, West Virginia"
54,53,2.44,"Mason County, West Virginia"
54,55,2.39,"Mercer County, West Virginia"
54,57,2.4,"Mineral County, West Virginia"
54,59,2.38,"Mingo County, West Virginia"
54,61,2.56,"Monongalia County, West Virginia"
54,63,2.3,"Monroe County, West Virginia"
54,65,2.36,"Morgan County, West Virginia"
54,67,2.39,"Nicholas County, West Virginia"
54,69,2.24,"Ohio County, West Virginia"
54,71,2.35,"Pendleton County, West Virginia"
54,73,2.43,"Pleasants County, West Virginia"
54,75,2.24,"Pocahontas County, West Virginia"
54,77,2.52,"Preston County, West Virginia"
54,79,2.6,"Putnam County, West Virginia"
54,81,2.4,"Raleigh County, West Virginia"
54,83,2.35,"Randolph County, West Virginia"
54,85,2.56,"Ritchie County, West Virginia"
54,87,2.48,"Roane County, West Virginia"
54,89,2.22,"Summers County, West Virginia"
54,91,2.45,"Taylor County, West Virginia"
54,93,2.26,"Tucker County, West Virginia"
54,95,2.48,"Tyler County, West Virginia"
54,97,2.57,"Upshur County, West Virginia"
54,99,2.47,"Wayne County, West Virginia"
54,101,2.28,"Webster County, West Virginia"
54,103,2.46,"Wetzel County, West Virginia"
54,105,2.4,"Wirt County, West Virginia"
54,107,2.37,"Wood County, West Virginia"
54,109,2.48,"Wyoming County, West Virginia"
56,1,2.26,"Albany County, Wyoming"
56,3,2.59,"Big Horn County, Wyoming"
56,5,2.71,"Campbell County, Wyoming"
56,7,2.44,"Carbon County, Wyoming"
56,9,2.47,"Converse County, Wyoming"
56,11,2.43,"Crook County, Wyoming"
56,13,2.61,"Fremont County, Wyoming"
56,15,2.35,"Goshen County, Wyoming"
56,17,2.15,"Hot Springs County, Wyoming"
56,19,2.34,"Johnson County, Wyoming"
56,21,2.51,"Laramie County, Wyoming"
56,23,2.68,"Lincoln County, Wyoming"
56,25,2.44,"Natrona County, Wyoming"
56,27,2.15,"Niobrara County, Wyoming"
56,29,2.38,"Park County, Wyoming"
56,31,2.3,"Platte County, Wyoming"
56,33,2.28,"Sheridan County, Wyoming"
56,35,2.74,"Sublette County, Wyoming"
56,37,2.64,"Sweetwater County, Wyoming"
56,39,2.63,"Teton County, Wyoming"
56,41,2.76,"Uinta County, Wyoming"
56,43,2.34,"Washakie County, Wyoming"
56,45,2.27,"Weston County, Wyoming"
